ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
46,South Dakota,SD,46079,Lake County,46079960201,Census Tract 9602.01; Lake County; South Dakota,7.846336658554,2260,311,1355,137,1114,152,928,346,41,31,425,158,100,79,139,78,479,110,370,139,415,149,45,41,0,40,275,405,295,130,88,75,26,29,63,52,96,6,42.9,14.8,3.2,2.4,38.2,13.2,6.3,4.7,6.4,3.4,21.2,4.9,16.4,4.6,19.2,6.6,4.0,3.6,0.0,1.9,12.2,17.8,21.8,9.3,6.5,5.6,2.3,2.6,5.7,4.6,4.2,0.6,0.9253,0.6515,0.9668,0.444,0.3983,3.3859,0.7718,0.6929,0.0913,0.9253,0.444,0.0,2.1535,0.3361,0.4689,0.4689,0.4689,0.8382,0.5145,0.6846,0.6349,0.7676,3.4398,0.8755,9.4481,0.751,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,4453,163,75,21,32,44,55,0,10,45,60,0,10,165,118,0,10,14.6,6.5,0.9,1.5,1.9,2.4,0.0,1.1,2.0,2.6,0.0,1.1,7.3,4.9,0.0,1.1
46,South Dakota,SD,46079,Lake County,46079960202,Census Tract 9602.02; Lake County; South Dakota,8.00020525539,4101,309,1500,129,1360,130,355,161,14,15,215,119,209,103,165,103,857,143,983,173,442,143,60,55,10,43,239,421,105,110,111,91,0,14,40,36,429,23,9.6,4.3,0.7,0.7,15.8,8.6,8.6,4.4,4.1,2.6,20.9,3.5,24.0,3.2,11.0,3.5,4.4,4.0,0.3,1.1,5.8,10.3,7.0,7.3,7.4,5.9,0.0,1.0,2.9,2.7,10.5,1.0,0.1369,0.1618,0.3361,0.6349,0.1452,1.4149,0.1826,0.6805,0.5021,0.4274,0.5187,0.527,2.6557,0.7054,0.1577,0.1577,0.1577,0.5726,0.5809,0.0,0.3983,0.9295,2.4813,0.5311,6.7096,0.3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3693,44,40,7,11,141,78,0,10,82,98,4,9,5,12,0,10,3.2,3.0,0.2,0.3,3.4,1.9,0.0,0.6,2.0,2.3,0.1,0.2,0.1,0.3,0.0,0.6
46,South Dakota,SD,46079,Lake County,46079960300,Census Tract 9603; Lake County; South Dakota,136.711657552726,2281,243,1731,124,1033,123,107,54,31,24,135,55,66,43,58,36,650,123,341,108,282,85,34,23,0,40,217,335,0,14,275,114,8,9,8,8,0,10,4.7,2.3,2.3,1.8,13.1,5.1,3.6,2.4,2.5,1.5,28.5,5.0,14.9,3.9,12.4,3.5,3.3,2.2,0.0,1.8,9.5,14.7,0.0,0.8,15.9,6.3,0.8,0.9,0.8,0.8,0.0,0.4,0.0332,0.4772,0.1494,0.166,0.0498,0.8756,0.0539,0.9502,0.0705,0.5602,0.3195,0.0,1.9004,0.1784,0.3776,0.3776,0.3776,0.0,0.8423,0.4564,0.1245,0.0,1.4232,0.1286,4.5768,0.0622,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1138,105,55,14,25,5,9,0,10,115,92,0,10,83,60,0,10,10.2,5.0,0.6,1.1,0.2,0.4,0.0,1.1,5.0,3.9,0.0,1.1,3.6,2.6,0.0,1.1
46,South Dakota,SD,46081,Lawrence County,46081966101,Census Tract 9661.01; Lawrence County; South Dakota,183.45825913031,3637,382,1759,204,1384,130,498,191,122,89,201,82,118,73,220,89,827,137,663,197,441,128,9,7,14,44,311,544,21,27,270,101,24,27,66,52,35,5,13.8,5.1,6.1,4.1,14.5,5.8,4.3,2.6,6.1,2.3,22.7,4.0,18.2,4.1,12.2,3.3,0.6,0.5,0.4,1.3,8.6,14.9,1.2,1.5,15.3,5.5,1.7,1.9,4.8,3.8,1.0,0.1,0.3195,0.8589,0.2407,0.2365,0.361,2.0166,0.3734,0.722,0.1494,0.5187,0.0249,0.5809,1.9959,0.2573,0.332,0.332,0.332,0.2573,0.8216,0.6058,0.5809,0.4149,2.6805,0.639,7.025,0.4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177,152,73,3,6,128,107,59,68,16,17,0,10,105,67,0,10,11.0,5.2,0.1,0.2,3.5,2.9,1.6,1.9,0.4,0.5,0.0,0.7,2.9,1.8,0.0,0.7
46,South Dakota,SD,46081,Lawrence County,46081966102,Census Tract 9661.02; Lawrence County; South Dakota,48.599549091212,2599,267,1549,147,1194,158,655,264,35,40,264,90,90,50,409,190,723,146,395,138,471,117,23,24,0,40,287,371,118,55,245,137,5,12,37,26,40,6,25.7,10.0,2.4,2.8,22.1,6.9,4.4,2.3,16.0,7.2,27.8,5.5,15.2,4.6,18.4,4.5,1.9,2.0,0.0,1.6,11.0,14.2,7.6,3.5,15.8,8.3,0.4,1.0,3.1,2.2,1.5,0.2,0.7469,0.4938,0.6432,0.2448,0.8423,2.971,0.6763,0.9295,0.0788,0.9087,0.1452,0.0,2.0622,0.278,0.4149,0.4149,0.4149,0.5934,0.8299,0.3112,0.4315,0.4813,2.6473,0.6141,8.0954,0.5726,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2991,164,114,8,10,215,101,12,14,15,24,0,10,37,44,0,10,13.7,8.4,0.3,0.4,8.3,3.7,0.5,0.5,0.6,0.9,0.0,1.0,1.4,1.7,0.0,1.0
46,South Dakota,SD,46081,Lawrence County,46081966200,Census Tract 9662; Lawrence County; South Dakota,1.879814035196,4559,470,2459,236,2277,251,951,315,43,65,628,207,211,117,285,153,1389,186,782,198,1087,276,62,56,0,40,532,627,666,154,154,95,0,14,235,113,126,6,21.4,6.7,2.0,2.9,27.6,8.6,6.0,3.3,6.4,3.4,30.5,4.5,17.2,3.8,24.5,5.4,2.7,2.4,0.0,0.9,11.7,13.7,27.1,5.7,6.3,3.9,0.0,0.6,10.3,4.9,2.8,0.3,0.6349,0.4191,0.8008,0.4025,0.3983,2.6556,0.5892,0.971,0.112,0.9917,0.2531,0.0,2.3278,0.4564,0.4564,0.4564,0.4564,0.9087,0.5021,0.0,0.8838,0.6183,2.9129,0.7303,8.3527,0.5975,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,3,7196,366,197,68,67,82,81,0,10,168,120,27,41,187,122,0,10,16.1,7.7,1.5,1.4,1.8,1.8,0.0,0.5,3.7,2.5,0.6,0.9,4.1,2.6,0.0,0.5
46,South Dakota,SD,46081,Lawrence County,46081966301,Census Tract 9663.01; Lawrence County; South Dakota,47.138093561504,5744,584,2229,224,1984,221,678,270,87,81,422,148,266,176,816,265,864,161,1167,240,701,154,102,69,90,101,636,837,168,94,500,174,63,50,22,34,576,34,13.1,5.0,2.4,2.1,21.3,7.1,7.8,5.1,14.2,4.4,15.0,2.6,20.3,2.9,12.2,2.8,5.1,3.4,1.6,1.8,11.1,14.5,7.5,4.1,22.4,7.2,3.2,2.5,1.1,1.7,10.0,1.2,0.2697,0.4938,0.6141,0.5726,0.7925,2.7427,0.6183,0.3154,0.2365,0.5187,0.6058,0.8382,2.5146,0.5975,0.4274,0.4274,0.4274,0.5851,0.9087,0.7718,0.1909,0.9129,3.3694,0.8548,9.0541,0.7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,5028,85,74,36,38,385,181,6,11,42,35,0,15,167,143,0,15,4.3,3.7,0.6,0.6,6.7,3.2,0.1,0.2,0.7,0.6,0.0,0.4,2.9,2.4,0.0,0.4
46,South Dakota,SD,46081,Lawrence County,46081966303,Census Tract 9663.03; Lawrence County; South Dakota,48.842834664126,3161,411,1494,180,1494,180,758,272,46,64,442,208,39,49,531,245,510,105,401,140,512,152,68,63,0,40,588,559,240,136,22,26,18,30,0,10,14,21,24.0,8.0,2.2,3.1,29.6,13.5,2.2,2.8,16.8,7.8,16.1,3.8,12.7,3.8,16.2,4.6,4.5,4.2,0.0,1.3,18.6,17.5,16.1,8.9,1.5,1.8,1.2,2.0,0.0,1.7,0.4,0.7,0.6929,0.4523,0.8631,0.0705,0.8714,2.9502,0.668,0.3776,0.0373,0.8299,0.5394,0.0,1.7842,0.1452,0.6639,0.6639,0.6639,0.7759,0.2324,0.5145,0.0,0.3361,1.8589,0.2531,7.2572,0.4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,92,78,1,27,88,81,71,78,113,97,0,10,260,180,55,84,6.2,5.3,0.0,0.9,2.8,2.5,2.2,2.5,3.6,3.1,0.0,0.8,8.2,5.5,1.7,2.6
46,South Dakota,SD,46081,Lawrence County,46081966304,Census Tract 9663.04; Lawrence County; South Dakota,13.909252735028,2101,470,1184,151,990,166,192,151,23,35,319,172,60,49,93,79,453,146,454,246,323,124,29,33,0,40,75,660,255,146,474,146,15,26,67,87,61,6,9.3,7.0,1.9,2.8,32.2,16.5,3.8,3.2,4.5,3.4,21.6,9.2,21.6,8.1,15.6,6.4,2.9,3.3,0.0,2.0,3.6,31.4,21.5,12.0,40.0,10.5,1.5,2.6,6.8,8.4,2.9,0.7,0.1328,0.4149,0.8963,0.1867,0.1701,1.8008,0.2822,0.6971,0.3154,0.7801,0.278,0.0,2.0706,0.2822,0.0498,0.0498,0.0498,0.834,0.9876,0.556,0.7095,0.6515,3.7386,0.9461,7.6598,0.4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1929,109,100,2,4,11,19,0,10,15,28,0,10,47,56,0,10,11.0,9.7,0.1,0.2,0.5,0.9,0.0,1.2,0.7,1.3,0.0,1.2,2.2,2.6,0.0,1.2
46,South Dakota,SD,46081,Lawrence County,46081966601,Census Tract 9666.01; Lawrence County; South Dakota,453.20753725673,1307,222,1823,226,658,149,525,146,15,29,240,123,57,30,121,180,535,155,60,43,237,87,0,14,23,51,220,316,12,20,154,102,0,14,3,5,240,14,40.2,8.8,2.8,5.2,36.5,16.8,5.5,2.8,9.3,13.9,40.9,9.4,4.6,3.0,18.1,7.0,0.0,2.1,1.8,3.9,16.8,24.0,0.7,1.1,8.4,5.7,0.0,2.1,0.5,0.8,18.4,3.3,0.9046,0.6058,0.9419,0.3734,0.6183,3.444,0.7842,1.0,0.0,0.9004,0.0,0.8589,2.7593,0.7635,0.6141,0.6141,0.6141,0.2116,0.6349,0.0,0.0664,0.9627,1.8756,0.2614,8.693,0.6515,1,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,5,882,76,66,55,28,39,51,0,10,100,80,0,10,26,15,0,10,11.6,9.6,4.2,2.2,3.0,3.7,0.0,1.9,7.7,6.3,0.0,1.9,2.0,1.2,0.0,1.9
46,South Dakota,SD,46081,Lawrence County,46081966602,Census Tract 9666.02; Lawrence County; South Dakota,3.017175160002,2939,41,1792,222,1411,193,696,304,0,10,377,192,81,71,310,168,786,229,480,142,634,244,27,36,0,40,102,87,101,90,28,33,1,12,80,75,7,2,23.7,10.4,0.0,1.5,26.7,13.1,3.6,3.1,10.6,5.8,26.7,7.8,16.3,4.9,21.6,8.3,1.9,2.5,0.0,1.4,3.5,3.0,5.7,5.0,1.6,1.8,0.1,0.9,5.7,5.3,0.2,0.1,0.6888,0.0,0.7759,0.166,0.6763,2.307,0.4855,0.888,0.0871,0.9834,0.1452,0.0,2.1037,0.3071,0.0456,0.0456,0.0456,0.5353,0.2448,0.2573,0.6349,0.2739,1.9462,0.2739,6.4025,0.2863,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2201,314,187,0,10,33,34,0,10,40,60,0,10,29,37,0,10,22.3,11.4,0.0,0.8,1.1,1.2,0.0,0.8,1.4,2.0,0.0,0.8,1.0,1.2,0.0,0.8
46,South Dakota,SD,46083,Lincoln County,46083010103,Census Tract 101.03; Lincoln County; South Dakota,1.243268903406,6346,771,2373,307,2328,291,1117,489,63,58,472,160,101,77,361,257,473,169,1793,272,537,200,137,79,0,60,1132,1070,15,27,121,61,44,57,23,36,0,15,18.7,7.8,1.6,1.4,20.3,6.4,2.6,1.9,5.7,4.1,7.5,2.6,28.3,2.6,8.5,3.4,5.9,3.3,0.0,1.0,17.8,16.7,0.6,1.1,5.1,2.6,1.9,2.4,1.0,1.5,0.0,0.2,0.5353,0.4025,0.5809,0.0954,0.3237,1.9378,0.3402,0.0581,0.7676,0.1577,0.6722,0.0,1.6556,0.0913,0.6307,0.6307,0.6307,0.1867,0.4606,0.6432,0.1618,0.0,1.4523,0.1369,5.6764,0.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,75,85,604,271,238,242,18,33,0,15,0,15,272,165,0,15,3.2,3.6,9.5,4.1,3.8,3.7,0.3,0.5,0.0,0.4,0.0,0.4,4.3,2.6,0.0,0.4
46,South Dakota,SD,46083,Lincoln County,46083010107,Census Tract 101.07; Lincoln County; South Dakota,17.869290137336,7390,162,2914,255,2744,212,378,209,36,34,476,181,135,90,346,228,342,129,2392,296,805,248,155,117,0,60,458,411,175,97,38,58,58,57,18,29,0,15,5.1,2.8,0.8,0.8,17.3,6.5,3.0,2.0,4.7,3.1,4.6,1.7,32.4,4.0,10.9,3.4,5.6,4.2,0.0,0.9,6.2,5.6,6.0,3.3,1.3,2.0,2.1,2.1,0.7,1.1,0.0,0.2,0.0415,0.2033,0.4357,0.1245,0.1992,1.0042,0.0788,0.0083,0.9087,0.4191,0.6473,0.0,1.9834,0.249,0.1826,0.1826,0.1826,0.5477,0.2158,0.6722,0.1037,0.0,1.5394,0.1535,4.7096,0.0747,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6785,59,50,0,15,197,253,105,98,9,14,0,15,147,138,0,15,2.2,1.8,0.0,0.3,2.7,3.4,1.4,1.3,0.1,0.2,0.0,0.3,2.0,1.9,0.0,0.3
46,South Dakota,SD,46083,Lincoln County,46083010109,Census Tract 101.09; Lincoln County; South Dakota,2.797183892952,6357,642,2430,207,2430,207,921,473,12,19,619,218,48,62,114,135,1114,302,1858,401,372,161,137,137,129,148,852,899,632,166,0,15,0,21,70,54,5,2,14.5,7.3,0.4,0.6,25.5,8.7,1.2,1.5,1.8,2.1,17.5,4.6,29.2,4.8,5.9,2.6,5.6,5.6,2.1,2.4,13.4,14.1,26.0,6.5,0.0,1.0,0.0,0.9,2.9,2.3,0.1,0.0,0.361,0.0996,0.751,0.0373,0.0124,1.2613,0.1411,0.4647,0.8091,0.0415,0.6473,0.8838,2.8464,0.8091,0.5145,0.5145,0.5145,0.8963,0.0,0.0,0.3983,0.2407,1.5353,0.1494,6.1575,0.2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6909,92,62,109,111,504,420,121,120,7,12,0,15,111,111,0,15,3.8,2.6,1.7,1.8,7.9,6.4,1.9,1.9,0.1,0.2,0.0,0.4,1.7,1.8,0.0,0.4
46,South Dakota,SD,46083,Lincoln County,46083010110,Census Tract 101.10; Lincoln County; South Dakota,3.761877886746,6969,888,2821,275,2821,275,635,342,105,106,598,243,208,153,368,270,751,288,1774,403,418,182,402,229,279,199,335,1250,1056,323,17,30,113,124,18,30,5,2,9.1,4.8,2.4,2.2,21.2,8.4,4.6,3.1,5.3,3.8,10.8,4.1,25.5,4.2,6.0,2.7,14.3,8.0,4.3,3.0,4.8,17.9,37.4,10.9,0.6,1.1,4.0,4.4,0.6,1.1,0.1,0.0,0.1286,0.4938,0.6058,0.2614,0.2905,1.7801,0.2697,0.1494,0.6058,0.0456,0.9544,0.971,2.7262,0.7469,0.112,0.112,0.112,0.9668,0.1784,0.8091,0.0747,0.2407,2.2697,0.4357,6.888,0.3734,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,3,9607,22,40,0,15,133,115,22,40,3,8,0,15,177,126,0,15,0.8,1.4,0.0,0.4,1.9,1.6,0.3,0.6,0.0,0.1,0.0,0.4,2.5,1.8,0.0,0.4
46,South Dakota,SD,46083,Lincoln County,46083010111,Census Tract 101.11; Lincoln County; South Dakota,1.48178997764,3359,542,1375,252,1375,252,139,101,0,10,85,74,0,10,122,96,803,218,660,163,268,154,54,76,0,40,40,766,190,91,0,10,0,14,0,10,0,10,4.1,2.9,0.0,1.3,6.2,5.3,0.0,1.0,3.6,2.9,23.9,6.3,19.6,4.6,8.0,4.7,4.0,5.5,0.0,1.2,1.2,22.8,13.8,6.1,0.0,1.8,0.0,1.0,0.0,1.8,0.0,0.3,0.029,0.0,0.0083,0.0,0.112,0.1493,0.0,0.7967,0.1867,0.1245,0.444,0.0,1.5519,0.0622,0.0,0.0,0.0,0.7261,0.0,0.0,0.0,0.0,0.7261,0.0249,2.4273,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,26,31,12,24,13,29,0,10,0,10,0,10,15,33,0,10,1.9,2.4,0.4,0.7,0.4,0.9,0.0,0.7,0.0,0.7,0.0,0.7,0.4,1.0,0.0,0.7
46,South Dakota,SD,46083,Lincoln County,46083010112,Census Tract 101.12; Lincoln County; South Dakota,1.47208144285,6215,741,2770,243,2690,252,996,491,19,30,453,216,41,43,116,114,1124,329,1594,426,454,184,282,179,0,60,1008,1077,432,196,0,15,0,21,110,120,13,4,16.0,7.7,0.5,0.9,16.8,7.9,1.0,1.1,1.9,1.9,18.1,5.4,25.6,4.9,7.3,3.0,10.5,6.6,0.0,1.0,16.2,17.2,15.6,6.9,0.0,0.9,0.0,0.8,4.1,4.5,0.2,0.1,0.4523,0.1203,0.4149,0.029,0.0207,1.0372,0.0871,0.4896,0.6141,0.0871,0.8963,0.0,2.0871,0.2905,0.6017,0.6017,0.6017,0.7593,0.0,0.0,0.5519,0.2739,1.5851,0.166,5.3111,0.1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,46,69,425,374,0,15,430,417,4,6,0,15,0,15,149,237,1.7,2.6,6.8,5.7,0.0,0.4,6.9,6.8,0.1,0.1,0.0,0.4,0.0,0.4,2.4,3.9
46,South Dakota,SD,46083,Lincoln County,46083010113,Census Tract 101.13; Lincoln County; South Dakota,5.9118100394479995,3219,388,1690,189,1674,193,274,211,66,86,549,206,154,119,136,117,679,210,440,118,306,152,10,19,0,40,371,585,499,216,0,10,0,14,0,10,0,10,8.5,6.5,3.4,4.2,32.8,11.7,6.5,4.7,4.2,3.6,21.1,7.0,13.7,3.0,9.5,4.8,0.6,1.1,0.0,1.3,11.5,18.1,29.6,12.3,0.0,1.5,0.0,0.8,0.0,1.5,0.0,0.3,0.1079,0.6805,0.9004,0.4647,0.1494,2.3029,0.4772,0.6888,0.0456,0.2739,0.0249,0.0,1.0332,0.0083,0.4357,0.4357,0.4357,0.9336,0.0,0.0,0.0,0.0,0.9336,0.0539,4.7054,0.0705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3673,44,52,42,51,165,100,155,240,0,10,0,10,9,22,0,10,2.6,3.1,1.3,1.6,5.1,3.2,4.8,7.3,0.0,0.8,0.0,0.8,0.3,0.7,0.0,0.8
46,South Dakota,SD,46083,Lincoln County,46083010114,Census Tract 101.14; Lincoln County; South Dakota,93.769218980724,3255,285,1223,102,1201,100,189,108,22,31,113,60,91,43,146,78,493,78,884,132,298,104,29,43,11,39,158,426,0,14,28,24,8,13,8,9,0,10,5.8,3.3,1.2,1.7,9.4,4.9,4.1,1.9,4.5,2.4,15.1,2.3,27.2,2.8,9.2,3.1,2.4,3.6,0.4,1.3,4.9,13.1,0.0,1.1,2.3,2.0,0.7,1.1,0.7,0.8,0.0,0.3,0.0456,0.2946,0.0415,0.2116,0.1701,0.7634,0.0249,0.3195,0.7137,0.2158,0.195,0.5809,2.0249,0.2656,0.1203,0.1203,0.1203,0.0,0.2863,0.4149,0.1037,0.0,0.8049,0.0415,3.7135,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,51,40,0,10,9,15,60,83,30,32,0,10,59,63,0,10,4.2,3.2,0.0,0.8,0.3,0.5,1.8,2.6,0.9,1.0,0.0,0.8,1.8,1.9,0.0,0.8
46,South Dakota,SD,46083,Lincoln County,46083010115,Census Tract 101.15; Lincoln County; South Dakota,29.180899581828,7177,420,2414,170,2371,168,695,306,41,38,375,137,175,114,168,92,424,86,2450,264,390,140,188,110,17,65,560,563,172,76,0,15,34,37,0,15,0,15,9.7,4.2,1.0,0.9,15.8,5.7,4.1,2.6,2.4,1.3,5.9,1.2,34.1,2.8,5.5,1.9,7.9,4.6,0.3,1.0,7.8,7.8,7.1,3.1,0.0,1.0,1.4,1.6,0.0,1.0,0.0,0.2,0.1411,0.2531,0.3361,0.2116,0.0456,0.9875,0.0705,0.0166,0.9295,0.0332,0.8091,0.527,2.3154,0.4523,0.2697,0.2697,0.2697,0.5768,0.0,0.5394,0.0,0.0,1.1162,0.0747,4.6888,0.0664,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6753,80,62,141,139,189,275,73,96,10,14,0,15,147,119,0,15,3.4,2.6,2.0,1.9,2.6,3.7,1.0,1.3,0.1,0.2,0.0,0.3,2.0,1.6,0.0,0.3
46,South Dakota,SD,46083,Lincoln County,46083010116,Census Tract 101.16; Lincoln County; South Dakota,1.993011419556,3825,446,1384,152,1384,152,25,26,0,10,242,161,35,63,19,23,623,185,1090,240,101,65,32,54,0,40,169,657,258,159,0,10,0,14,32,48,0,10,0.7,0.7,0.0,1.2,17.5,11.5,1.4,2.5,0.5,0.6,16.3,5.2,28.5,4.3,2.6,1.7,2.3,3.9,0.0,1.1,4.4,17.2,18.6,11.3,0.0,1.8,0.0,1.0,2.3,3.5,0.0,0.3,0.0,0.0,0.4481,0.0498,0.0041,0.502,0.0083,0.3942,0.7925,0.0,0.1909,0.0,1.3776,0.0415,0.0913,0.0913,0.0913,0.8008,0.0,0.0,0.3195,0.0,1.1203,0.0788,3.0912,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,119,133,0,10,0,10,68,66,0,10,0,10,101,96,0,10,8.6,9.1,0.0,0.7,0.0,0.7,1.8,1.7,0.0,0.7,0.0,0.7,2.6,2.6,0.0,0.7
46,South Dakota,SD,46083,Lincoln County,46083010200,Census Tract 102; Lincoln County; South Dakota,41.168916486896,3633,252,1721,165,1528,148,591,259,141,131,212,110,261,165,381,147,843,190,893,203,533,211,120,103,0,40,220,412,76,48,9,14,0,14,34,28,215,16,16.7,7.3,7.2,6.6,13.9,7.1,10.0,6.3,10.7,4.1,23.2,5.1,24.6,5.0,14.9,5.8,7.9,6.7,0.0,1.2,6.1,11.3,4.4,2.8,0.5,0.8,0.0,0.9,2.2,1.9,5.9,0.2,0.4647,0.888,0.2033,0.7676,0.6929,3.0165,0.6805,0.7593,0.5477,0.7676,0.8091,0.0,2.8837,0.8382,0.1784,0.1784,0.1784,0.4772,0.1743,0.0,0.3112,0.8423,1.805,0.2324,7.8836,0.5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,230,92,0,10,19,24,7,12,55,99,0,10,139,144,0,10,15.1,6.0,0.0,0.7,0.5,0.7,0.2,0.3,1.5,2.7,0.0,0.7,3.8,4.0,0.0,0.7
46,South Dakota,SD,46083,Lincoln County,46083010300,Census Tract 103; Lincoln County; South Dakota,107.495911107092,5063,390,2041,164,1983,166,582,211,17,15,368,112,240,98,314,123,776,107,1371,187,408,78,51,29,4,58,465,532,24,18,175,130,13,19,53,37,85,3,11.7,4.2,0.6,0.5,18.6,5.4,7.1,2.8,6.3,2.5,15.3,2.3,27.1,2.6,8.2,1.7,2.6,1.4,0.1,1.2,9.2,10.5,1.2,0.9,8.6,6.2,0.7,1.0,2.7,1.9,1.7,0.1,0.2075,0.1452,0.4979,0.527,0.3817,1.7593,0.2656,0.332,0.6929,0.1369,0.2241,0.444,1.8299,0.1577,0.361,0.361,0.361,0.2573,0.6598,0.4149,0.3776,0.5021,2.2117,0.4149,6.1619,0.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3958,212,70,65,66,165,109,0,15,25,19,0,15,118,110,92,103,10.7,3.8,1.3,1.3,3.3,2.1,0.0,0.5,0.5,0.4,0.0,0.5,2.3,2.2,1.8,2.0
